node,eigenvector,betweenes,degree
targaryen,0.40824829014281966,0.0,0.13043478260869565
umber,0.40824829014245495,0.0,0.043478260869565216
whent,0.40824829014245473,0.0,0.043478260869565216
trant,0.4082482901424546,0.0,0.043478260869565216
tully,0.4082482901423826,0.0,0.08695652173913043
tyrell,0.40824829014238256,0.0,0.08695652173913043
stark,2.290845944042542e-05,0.7525691699604743,0.8260869565217391
thorne,2.290845908648614e-05,0.0,0.043478260869565216
tarly,2.2908459014327254e-05,0.0026350461133069825,0.08695652173913043
mormont,4.3687085474174154e-13,0.11949934123847167,0.17391304347826086
marbrand,4.3684500461438337e-13,0.0,0.043478260869565216
toyne,8.563621287199771e-17,0.0,0.043478260869565216
clegane,8.326672684688672e-17,0.0,0.08695652173913043
greyjoy,7.234764340864026e-17,0.0,0.08695652173913043
selmy,5.911260229149834e-17,0.08695652173913043,0.08695652173913043
heddle,4.6387825910966796e-17,0.0,0.043478260869565216
baratheon,2.483192149741266e-17,0.055731225296442685,0.2608695652173913
frey,1.3877787807814454e-17,0.0,0.08695652173913043
bracken,-3.4694469519536134e-18,0.0,0.043478260869565216
baelish,-1.9014707181970402e-17,0.01383399209486166,0.21739130434782608
arryn,-5.174880159749171e-17,0.011330698287220024,0.21739130434782608
egen,-1.1102230246251563e-16,0.0,0.08695652173913043
cassel,-7.203441970166638e-14,0.0,0.08695652173913043
lannister,-1.44315687863081e-13,0.15507246376811593,0.43478260869565216
