,Release Date,Season,Episode,title,Name,text
8441,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,missandei,"missandei: And who knows? In ten years, some of the boys you send them may be Unsullied in their turn. Thus all shall prosper."
8442,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,"targaryen: Is it done, then? They belong to me?"
8443,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,kraznys,kraznys: It is done.
8444,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,missandei,missandei: It is done.
8445,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,kraznys,kraznys: She holds the whip.
8446,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,missandei,missandei: You hold the whip.
8447,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,kraznys,kraznys: The bitch has her army.
8448,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,targaryen: Unsullied!
8449,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,targaryen: Forward march!
8450,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,targaryen: Halt!
8451,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,kraznys,kraznys: Tell the bitch her beast won't come.
8452,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,targaryen: A dragon is not a slave.
8453,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,kraznys,kraznys: You speak Valyrian?
8454,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,"targaryen: I am Daenerys Stormborn of the House Targaryen, of the blood of Old Valyria. Valyrian is my mother tongue."
8455,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,"targaryen: Unsullied! Slay the masters, slay the soldiers, slay every man who holds a whip, but harm no child. Strike the chains off every slave you see!"
8456,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,kraznys,kraznys: I am your master.
8457,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,kraznys,kraznys: Kill her! Kill her! Kill her!
8458,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,targaryen: Dracarys.
8459,2013-04-21,Season 3,Episode 4,And Now His Watch Is Ended,targaryen,"targaryen: Unsullied! You have been slaves all your life. Today you are free. Any man who wishes to leave may leave, and no one will harm him. I give you my word. Will you fight for me? As free men?"
8460,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,"thoros: Lord, cast your light upon us."
8461,2013-04-28,Season 3,Episode 5,Kissed by Fire,men,"men: Lord of Light, defend us."
8462,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,"thoros: Show us the truth. Strike this man down if he is guilty. Give strength to his sword if he is true. Lord of Light, give us wisdom. For the night is dark and full of terrors."
8463,2013-04-28,Season 3,Episode 5,Kissed by Fire,men,men: For the night is dark and full of terrors.
8464,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: Get back.
8465,2013-04-28,Season 3,Episode 5,Kissed by Fire,men,men: Guilty. Guilty. Guilty. Guilty. Guilty. Guilty. Guilty. Guilty. Guilty. Guilty. Guilty. Guilty.
8466,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Kill him!
8467,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,"thoros: Lord, cast your light upon this man, your servant. Bring him back from death and darkness. His flame has been extinguished. Restore it."
8468,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,"thoros: For the night is dark and full of terrors. Lord, cast-"
8469,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,"baratheon: Arya, don't!"
8470,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: Bring him back from death and darkness
8471,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: No! Let go of me! Let me go!
8472,2013-04-28,Season 3,Episode 5,Kissed by Fire,clegane,clegane: Looks like their god likes me more than your butcher's boy.
8473,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Burn in hell!
8474,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: He will. But not today.
8475,2013-04-28,Season 3,Episode 5,Kissed by Fire,tormund,tormund: Orell says there are crows patrolling on the Wall. Tell me what you know.
8476,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,"snow: There are four to a patrol- two builders to check for structural damage, two rangers to watch for enemies."
8477,2013-04-28,Season 3,Episode 5,Kissed by Fire,orell,orell: How often do these patrols go out?
8478,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,"snow: It varies. If I knew where on the Wall we were heading, I could tell you."
8479,2013-04-28,Season 3,Episode 5,Kissed by Fire,orell,orell: You'd like to know that.
8480,2013-04-28,Season 3,Episode 5,Kissed by Fire,tormund,tormund: There are nineteen castles guarding the Wall. How many are manned?
8481,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Three.
8482,2013-04-28,Season 3,Episode 5,Kissed by Fire,orell,orell: You sure of that?
8483,2013-04-28,Season 3,Episode 5,Kissed by Fire,orell,orell: Which three?
8484,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Castle Black.
8485,2013-04-28,Season 3,Episode 5,Kissed by Fire,orell,"orell: Aye, Castle Black. Everyone knows Castle Black. Which others?"
8486,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Eastwatch-by-the-Sea and the Shadow Tower.
8487,2013-04-28,Season 3,Episode 5,Kissed by Fire,tormund,tormund: How many men remain in Castle Black?
8488,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: A thousand.
8489,2013-04-28,Season 3,Episode 5,Kissed by Fire,orell,orell: Liar.
8490,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: What happens to your eagle after I kill you? Does he drift away like a kite with his strings cut or does he just flop dead to the ground?
8491,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: He's no crow.
8492,2013-04-28,Season 3,Episode 5,Kissed by Fire,orell,orell: Just 'cause you want him inside you don't make him one of us.
8493,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: I'm not afraid of you.
8494,2013-04-28,Season 3,Episode 5,Kissed by Fire,tormund,"tormund: I like you, boy. But if you lie to me, I'll pull your guts out through your throat."
8495,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: A thousand men.
8496,2013-04-28,Season 3,Episode 5,Kissed by Fire,tormund,tormund: We'll find out soon enough.
8497,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: I don't need you to protect me.
8498,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: Of course you do. Who stopped Rattleshirt when he was about to cut your throat? Who vouched for you with Mance? It seems you owe me a debt.
8499,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Give it back.
8500,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,"ygritte: Well, I stole it. It's mine. If you want it, come steal it back."
8501,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Ygritte! Ygritte!
8502,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Ygritte! Seven hells. Ygritte!
8503,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: Is Orell right? Are you still a crow? It's time you proved yourself.
8504,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Ygritte.
8505,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: You swore some vows. I want you to break 'em. I want you to see me.
8506,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: All of me.
8507,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: We shouldn't.
8508,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: We should.
8509,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,"ygritte: Why are you still dressed? You know nothing, Jon Sno-"
8510,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: That thing you did with your mouth- is that what lords do to their ladies in the South?
8511,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: I don't know. I just wanted to kiss you there is all.
8512,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: Hmm.
8513,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: You seemed to like it.
8514,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,"ygritte: Aye, I liked it some. Who taught you that?"
8515,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: There's been no one else. Only you.
8516,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: A maid. You were a maid.
8517,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: I was a man of the Night's Watch. How about you? Were you a maid?
8518,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: What do you think?
8519,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,snow: Who was he?
8520,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,"ygritte: Just a boy. He came trading with his brothers. He had red hair like me. Kissed by fire. But he was weak. Not like you. That was the first one. Then there was this Thenn boy. Spoke no Common, but gods, he was built like a mammoth."
8521,2013-04-28,Season 3,Episode 5,Kissed by Fire,snow,"snow: Yeah, thanks. I think I've heard enough. We'd best get back. Tormund-"
8522,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: I'm not done with you yet.
8523,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,ygritte: How long's it been since you had a bath?
8524,2013-04-28,Season 3,Episode 5,Kissed by Fire,ygritte,"ygritte: Let's not go back. Let's stay here a while longer. I don't ever want to leave this cave, Jon Snow. Not ever."
8525,2013-04-28,Season 3,Episode 5,Kissed by Fire,clegane,clegane: I want my gold.
8526,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: It says it clearly right there on that note you'll be repaid in full when the war is over.
8527,2013-04-28,Season 3,Episode 5,Kissed by Fire,clegane,clegane: Piss on that! You're nothing but thieves.
8528,2013-04-28,Season 3,Episode 5,Kissed by Fire,anguy,anguy: We're outlaws. Outlaws steal. You're lucky we didn't kill you.
8529,2013-04-28,Season 3,Episode 5,Kissed by Fire,clegane,"clegane: Come try it, archer. I'll shove those arrows up your ass."
8530,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: You can't let him go. He's a murderer. He's guilty.
8531,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: Not in the eyes of god.
8532,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: You can't!
8533,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: Enough! The judgment isn't ours to make.
8534,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,"beric: Go in peace, Sandor Clegane. The Lord of Light isn't done with you yet."
8535,2013-04-28,Season 3,Episode 5,Kissed by Fire,man,man: Riders coming through!
8536,2013-04-28,Season 3,Episode 5,Kissed by Fire,man,man: The Kingslayer.
8537,2013-04-28,Season 3,Episode 5,Kissed by Fire,man,man: Down!
8538,2013-04-28,Season 3,Episode 5,Kissed by Fire,locke,"locke: On your knees. Lord Bolton, I give you the Kingslayer."
8539,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,"bolton: Pick him up, Locke."
8540,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,bolton: You've lost a hand.
8541,2013-04-28,Season 3,Episode 5,Kissed by Fire,locke,"locke: No, my lord, he has it here."
8542,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,bolton: Take this away.
8543,2013-04-28,Season 3,Episode 5,Kissed by Fire,locke,locke: Send it to his father?
8544,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,bolton: You'll hold your tongue unless you want to lose it.
8545,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,"bolton: Cut her free. Apologies, my lady. You're under my protection now."
8546,2013-04-28,Season 3,Episode 5,Kissed by Fire,brienne,"brienne: Thank you, my lord."
8547,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,bolton: Find suitable rooms for our guests. We'll speak later.
8548,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Lord Bolton.
8549,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Is there word from the capital?
8550,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,bolton: You haven't heard? Stannis Baratheon laid siege to King's Landing. Sailed into Blackwater Bay. Stormed the gates with thousands of men. And your sister How can I put this? Your sister is alive and well. Your father's forces prevailed.
8551,2013-04-28,Season 3,Episode 5,Kissed by Fire,bolton,bolton: Ser Jaime isn't well. Take him to Qyburn.
8552,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Will I die?
8553,2013-04-28,Season 3,Episode 5,Kissed by Fire,qyburn,qyburn: No. The corruption has spread. I fear it must be cut away. The safest course would be to take the whole arm off.
8554,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Then you'll die. You're no maester. Where's your chain?
8555,2013-04-28,Season 3,Episode 5,Kissed by Fire,qyburn,"qyburn: The Citadel stripped me of it. They found some of my experiments too bold. I can leave your upper arm, make the cut at your elbow."
8556,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: I don't need my right hand to kill you.
8557,2013-04-28,Season 3,Episode 5,Kissed by Fire,qyburn,qyburn: I can take away the rotting flesh and try and burn out the corruption - with boiling wine.
8558,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Mmm.
8559,2013-04-28,Season 3,Episode 5,Kissed by Fire,qyburn,"qyburn: With any luck, that will suffice. You'll need milk of the poppy."
8560,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: No milk of the poppy.
8561,2013-04-28,Season 3,Episode 5,Kissed by Fire,qyburn,qyburn: There will be pain.
8562,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: I'll scream.
8563,2013-04-28,Season 3,Episode 5,Kissed by Fire,qyburn,qyburn: Quite a bit of pain.
8564,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: I'll scream loudly.
8565,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Lord Baelish.
8566,2013-04-28,Season 3,Episode 5,Kissed by Fire,baelish,baelish: Your Grace.
8567,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: I wonder if I might ask you for a favor.
8568,2013-04-28,Season 3,Episode 5,Kissed by Fire,baelish,"baelish: Of course, Your Grace."
8569,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: I have reason to believe that House Tyrell do not hold the crown's best interests at heart.
8570,2013-04-28,Season 3,Episode 5,Kissed by Fire,baelish,baelish: I see. And have you shared these suspicions with Lord Tywin?
8571,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: My father's a practical man. He appreciates facts.
8572,2013-04-28,Season 3,Episode 5,Kissed by Fire,baelish,"baelish: Myself, I often find them a hindrance."
8573,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,"lannister: And he appreciates those who aid his family, as you well know. He's almost as generous to those who help us as he is unpleasant towards those who don't. You have a good working relationship with the Tyrells. I thought you might look into it before you leave the capital."
8574,2013-04-28,Season 3,Episode 5,Kissed by Fire,baelish,baelish: I shall do my best.
8575,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Thank you. And your best will prove better than when I asked you to locate Arya Stark?
8576,2013-04-28,Season 3,Episode 5,Kissed by Fire,baelish,baelish: I assure you that it will.
8577,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,"tyrell: Gods, boy, that's enough. We're not in a tavern."
8578,2013-04-28,Season 3,Episode 5,Kissed by Fire,podrick,"podrick: Pardon, my lady."
8579,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,tyrell: No need to speak. Are there any figs? Fetch some. I always take figs midafternoon. They help move the bowels. To what do I owe this summons?
8580,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,"lannister: Thank you for seeing me, my lady. I had hoped we might discuss a few financial matters."
8581,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,tyrell: I climbed all those steps to discuss financial matters?
8582,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: It's the royal wedding. I'm told you had a hand in planning it.
8583,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,tyrell: Naturally.
8584,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: It's shaping up to be a very involved affair. The word extravagant has been used.
8585,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,tyrell: What good is the word extravagant if it can't be used to describe a royal wedding?
8586,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: I understand that.
8587,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,tyrell: Good.
8588,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,"lannister: But, as Master of Coin, it falls upon me to calculate the cost for the crown. As of now, it's a huge expense."
8589,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,tyrell: And?
8590,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,"lannister: And we're at war, Lady Olenna."
8591,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,"tyrell: Oh, I'd nearly forgotten."
8592,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,"lannister: Yes, and maintaining supply lines-"
8593,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,"tyrell: I can't think how it slipped my mind. What is it, twelve thousand infantrymen the Tyrell family has supplied? Two thousand in support. Provisions so this city might survive the winter. A million bushels of wheat. Half a million bushels each of barley, oats, and rye. Twenty thousand head of cattle. Fifty thousand sheep. You don't have to lecture me about wartime expenses. I'm quite familiar with them."
8594,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: And we are so grateful for your contributions which are necessary for the preservation of the realm.
8595,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,"tyrell: As is a royal wedding. The people are hungry for more than just food. They crave distractions. And if we don't provide them, they'll create their own. And their distractions are likely to end with us being torn to pieces. A royal wedding is much safer. Wouldn't you say?"
8596,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: I would.
8597,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,tyrell: And traditionally paid for by the royal family.
8598,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,"tyrell: I was told you were drunk, impertinent, and thoroughly debauched. You can imagine my disappointment at finding nothing but a browbeaten bookkeeper. Where did you go for them, Volantis?"
8599,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: My lady-
8600,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,"tyrell: Oh, very well. I won't have it said that House Tyrell refuses to play its part. We'll pay for half the expenses and the celebrations will go on as planned. Is that sufficient?"
8601,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Quite sufficient. Thank you.
8602,2013-04-28,Season 3,Episode 5,Kissed by Fire,tyrell,"tyrell: Very good, then. That's settled. Good day."
8603,2013-04-28,Season 3,Episode 5,Kissed by Fire,lannister,lannister: Give me that.
8604,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: What are you doing?
8605,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,baratheon: Just mending Lord Beric's armor.
8606,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Why?
8607,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,baratheon: I'm going to stay on and smith for the Brotherhood.
8608,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,"stark: Have you lost your mind? When the Lannisters find this place, you think they'll spare the smiths? They'll cave your head in with your own helmet."
8609,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,baratheon: The Lannisters wanted to kill me long before I joined the Brotherhood.
8610,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: You don't have to do this.
8611,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,baratheon: I want to. They need good men.
8612,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,"stark: Robb needs good men, too. We're leaving tomorrow. And then you-"
8613,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,"baratheon: What? Serve him? I've served men my entire life. I served Master Mott at King's Landing and he sold me to the Watch. I served Lord Tywin at Harrenhal, wondering every day if I'd get tortured or killed. I'm done serving."
8614,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: You just said you were serving Lord Beric.
8615,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,"baratheon: He may be their leader, but they chose him. These men are brothers. They're a family. I've never had a family."
8616,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: I can be your family.
8617,2013-04-28,Season 3,Episode 5,Kissed by Fire,baratheon,baratheon: You wouldn't be my family. You'd be 'my lady'.
8618,2013-04-28,Season 3,Episode 5,Kissed by Fire,martyn,martyn: Willem. Willem!
8619,2013-04-28,Season 3,Episode 5,Kissed by Fire,willem,willem: Is this a rescue?
8620,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,karstark: Lannister filth! Take him!
8621,2013-04-28,Season 3,Episode 5,Kissed by Fire,martyn,"martyn: Please, I didn't do anything. I'm just a squire. Please-"
8622,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Bring them in.
8623,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Is that all of them? It took five of you to murder two unarmed squires?
8624,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,"karstark: Not murder, Your Grace. Vengeance."
8625,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Vengeance? Those boys didn't kill your sons. I saw Harrion die on the battlefield and Torrhen-
8626,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,karstark: Was strangled by the Kingslayer. They were his kin.
8627,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: They were boys! Look at them.
8628,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,karstark: Tell your mother to look at them. She killed them as much as I.
8629,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: My mother had nothing to do with this. This was your treason.
8630,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,"karstark: It's treason to free your enemies. In war, you kill your enemies. Did your father not teach you that, boy?"
8631,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Leave him.
8632,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,karstark: Aye. Leave me to the king. He wants to give me a scolding before he sets me free. That's how he deals with treason. Our King in the North. Or should I call him the King Who Lost the North?
8633,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Escort Lord Karstark to the dungeon. Hang the rest.
8634,2013-04-28,Season 3,Episode 5,Kissed by Fire,man,"man: Mercy, sire! I didn't kill anyone. I only watched for the guards."
8635,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: This one was only the watcher. Hang him last so he can watch the others die.
8636,2013-04-28,Season 3,Episode 5,Kissed by Fire,man,"man: Please! Please, no. They made me do it! They made me! They made me!"
8637,2013-04-28,Season 3,Episode 5,Kissed by Fire,edmure,edmure: Word of this can't leave Riverrun. They were Tywin Lannister's nephews. The Lannisters pay their debts. They never stop talking about it.
8638,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Would you make me a liar as well as a murderer?
8639,2013-04-28,Season 3,Episode 5,Kissed by Fire,edmure,edmure: It wouldn't be lying. We will bury them and remain silent until the war is done.
8640,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,"stark: I'm not fighting for justice if I don't serve justice to murderers in my ranks, no matter how highborn. He has to die."
8641,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: The Karstarks are Northmen. They won't forgive the killing of their lord.
8642,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,"talisa: Your mother's right. If you do this, the Karstarks will abandon you."
8643,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: You tended to their wounds. You brought them supper. Now they're dead.
8644,2013-04-28,Season 3,Episode 5,Kissed by Fire,talisa,talisa: And more boys will keep dying until this war is over. You need Karstark men to end it.
8645,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Spare his life. Keep him as a hostage.
8646,2013-04-28,Season 3,Episode 5,Kissed by Fire,edmure,"edmure: A hostage. Tell the Karstarks that as long as they remain loyal, he will not be harmed."
8647,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,"karstark: The blood of the First Men flows through my veins as much as yours, boy. I fought the Mad King for your father. I fought Joffrey for you. We are kin- Stark and Karstark."
8648,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: That didn't stop you from betraying me. And it won't save you now.
8649,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,karstark: I don't want it to save me. I want it to haunt you to the end of your days.
8650,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,"stark: Kneel, my lord."
8651,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,"stark: Rickard Karstark, Lord of Karhold, here in sight of gods and men, I sentence you to die. Would you speak a final word?"
8652,2013-04-28,Season 3,Episode 5,Kissed by Fire,karstark,karstark: Kill me and be cursed. You are no king of mine.
8653,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: Joffrey. Cersei. Ilyn Payne. Ser Meryn. The Hound. What are you going to do with me?
8654,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: At first light we'll ride for Riverrun. Your brother's there now. He'll make a contribution to our cause and you can go home.
8655,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: I'm a hostage and you're selling me.
8656,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: Don't think of it that way.
8657,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: But it is that way.
8658,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: It is. And it isn't.
8659,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: More is than isn't.
8660,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,"thoros: Beric admired your father a great deal, you know. He wanted to refuse your ransom altogether."
8661,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: So why don't you?
8662,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: We need the gold.
8663,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,"beric: Do I frighten you, child?"
8664,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: No.
8665,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: You're angry with me. And I don't blame you. But letting him go was the right thing. I have more reason than most to want him hanged.
8666,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: I thought he killed you.
8667,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: He did.
8668,2013-04-28,Season 3,Episode 5,Kissed by Fire,stark,stark: But how?
8669,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: Thoros how many times have you brought me back?
8670,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: It's the Lord of Light brings you back. I'm just the lucky drunk who says the words.
8671,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: How many times?
8672,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,"thoros: Five, I think. No, this makes six."
8673,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: Six.
8674,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: There was the first time- the Mountain. Show her. Lance right through the chest.
8675,2013-04-28,Season 3,Episode 5,Kissed by Fire,beric,beric: Then I was stabbed in the belly.
8676,2013-04-28,Season 3,Episode 5,Kissed by Fire,thoros,thoros: Then it was an arrow in the back. And that axe in the side.
