node,eigenvector,betweenes,degree
unknown,0.4285885688366836,0.1622222222222222,1.9000000000000001
north,0.3957270707321102,0.1622222222222222,1.8
westerlands,0.3618446018329058,0.07333333333333333,1.6
crownlands,0.32898310372833234,0.013333333333333336,1.2000000000000002
vale,0.28980533830868116,0.0,0.8
iron,0.2898053383086811,0.0,0.9
riverlands,0.283327720419063,0.028888888888888888,1.2000000000000002
reach,0.2823067496244316,0.0044444444444444444,1.0
dorne,0.23679305387433544,0.0,0.7000000000000001
stormlands,0.19113767056506614,0.0,0.5
north;,8.326672684688673e-17,0.0,0.2
