,Release Date,Season,Episode,title,Name,text
14530,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,"bronn It's a fine place, isn't it? A fine place. I never thought I'd end up settling down in a place like this."
14531,2015-04-19,Season 5,Episode 2,The House of Black and White,lollys,lollys You won't.
14532,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn Pardon?
14533,2015-04-19,Season 5,Episode 2,The House of Black and White,lollys,"lollys We won't get to live at Stokeworth. When Mother dies, my sister gets the castle because she's older."
14534,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn Oh.
14535,2015-04-19,Season 5,Episode 2,The House of Black and White,lollys,"lollys She hates me. She calls me mean names, and sometimes even still she pulls my hair when Mother isn't looking."
14536,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn You know what I think? I think you're a good person. And your sister is a mean person.
14537,2015-04-19,Season 5,Episode 2,The House of Black and White,lollys,lollys She is.
14538,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,"bronn I've been all over the world. And if there's one thing I've learned, it's that meanness comes around. People like your sister, they always get what's coming to them eventually. One way or another."
14539,2015-04-19,Season 5,Episode 2,The House of Black and White,lollys,lollys Who's that?
14540,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn Jaime fucking Lannister.
14541,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn Ser Jaime.
14542,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime Ser Bronn of the Blackwater.
14543,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn I was very sorry to hear about your father.
14544,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime Thank you.
14545,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,"bronn This is my betrothed, Lollys."
14546,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime A pleasure.
14547,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,"bronn Run along, love."
14548,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime Beautiful bride you've chosen. When were you planning on getting married?
14549,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn Just get on with it.
14550,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime On with what?
14551,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn What you're here for. There's no way this little visit could possibly mean anything good for me.
14552,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime It's very good for you.
14553,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn Lollys will be marrying Ser Wyllis Bracken.
14554,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime Mmm.
14555,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,"bronn We made a deal, your sister and I."
14556,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime I would have advised against that.
14557,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn How is this good for me?
14558,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,"jaime Cause you're going to come with me and help me with something important. And when we return, I'm going to give you a much better girl, and a much better castle."
14559,2015-04-19,Season 5,Episode 2,The House of Black and White,bronn,bronn Return from where?
14560,2015-04-19,Season 5,Episode 2,The House of Black and White,jaime,jaime As far south as south goes.
14561,2015-04-19,Season 5,Episode 2,The House of Black and White,trystane,trystane My future queen.
14562,2015-04-19,Season 5,Episode 2,The House of Black and White,areo,areo The prince does not wish to be disturbed.
14563,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,"ellaria Remove myself from my path, or I'll take that long axe and shove it--"
14564,2015-04-19,Season 5,Episode 2,The House of Black and White,doran,doran Captain. Let her pass.
14565,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,"ellaria Your brother was murdered, and you sit here at the Water Gardens, staring at the sky and doing nothing."
14566,2015-04-19,Season 5,Episode 2,The House of Black and White,doran,"doran Oberyn was slain during a trial by combat. By law, that is not murder."
14567,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,ellaria Your brother--
14568,2015-04-19,Season 5,Episode 2,The House of Black and White,doran,doran You don't have to remind me. He was my brother long before he was anything to you.
14569,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,ellaria What will you do about his death.
14570,2015-04-19,Season 5,Episode 2,The House of Black and White,doran,doran I will bury him. I will mourn for him.
14571,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,ellaria You would have me go to war?
14572,2015-04-19,Season 5,Episode 2,The House of Black and White,doran,doran You would have me go to war?
14573,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,ellaria The whole country would have you go to war.
14574,2015-04-19,Season 5,Episode 2,The House of Black and White,doran,doran Then we are lucky the whole country does not decide.
14575,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,ellaria The Sand Snakes are with me. They have the love of their people. They will avenge your father while you sit here in your chair doing nothing.
14576,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,"ellaria Oberyn is dead. And this Lannister girl skips about the Water Gardens eating our food, breathing our air. How many of your brothers and sisters do they have to kill?"
14577,2015-04-19,Season 5,Episode 2,The House of Black and White,doran,doran I loved my brother. And you made him very happy. For that you will always have a place in my heart. But we do not mutilate little girls for vengeance. Not here. Not while I rule.
14578,2015-04-19,Season 5,Episode 2,The House of Black and White,ellaria,ellaria And how long will that be?
14579,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,daario The Unsullied are too conspicuous.
14580,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,"daario Anyone can see you coming from a mile off. Of course you haven't found any Sons of the Harpy. You haven't, have you?"
14581,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,"daario My Second Sons, on the other hand, they drink, they whore, fight in the streets--they blend in. They overhear things in taverns, follow people from the taverns to nice, quiet alleys, break a few fingers, overhear a few more things. Before you know it..."
14582,2015-04-19,Season 5,Episode 2,The House of Black and White,grey,grey No one here. We go.
14583,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,daario In a hurry? You're afraid?
14584,2015-04-19,Season 5,Episode 2,The House of Black and White,grey,grey Unsullied fear nothing.
14585,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,"daario Right. That's your problem. You understood fear once, long ago, but you've forgotten what it means. Someone who's forgotten fear has forgotten how to hide."
14586,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,daario Fear is useful that way.
14587,2015-04-19,Season 5,Episode 2,The House of Black and White,mossador,"mossador Sons of the Harpy, they want to put a collar back on my neck. On all of our necks. Please, Your Grace, you must kill him."
14588,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys It would send a message.
14589,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,"barristan I think you should exercise restraint, Your Grace."
14590,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys Why?
14591,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,"barristan For one thing, he may have valuable information."
14592,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,daario The Son of the Harpy has no more valuable information.
14593,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,barristan How do you know that?
14594,2015-04-19,Season 5,Episode 2,The House of Black and White,daario,daario Because I questioned him.
14595,2015-04-19,Season 5,Episode 2,The House of Black and White,hizdahr,"hizdahr And the information you did get, he is young and poor."
14596,2015-04-19,Season 5,Episode 2,The House of Black and White,mossador,mossador He is born free.
14597,2015-04-19,Season 5,Episode 2,The House of Black and White,hizdahr,hizdahr Why should he want to bring back slavery? What did it do for him?
14598,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys Perhaps the only thing that gave him pride was knowing that there was someone lower than he was.
14599,2015-04-19,Season 5,Episode 2,The House of Black and White,mossador,mossador They pay him. Great families afraid to do a thing. They pay poor man to do it for them.
14600,2015-04-19,Season 5,Episode 2,The House of Black and White,hizdahr,hizdahr And how do you know this?
14601,2015-04-19,Season 5,Episode 2,The House of Black and White,mossador,mossador Everyone knows this.
14602,2015-04-19,Season 5,Episode 2,The House of Black and White,hizdahr,"hizdahr I don't know it, and I'm the head of a great family."
14603,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,"barristan We do not know what this man did or didn't do. Give him a trial, at least. A fair trial. Show all of the citizens of Meereen that you are better than those who would depose. Teach them a better way."
14604,2015-04-19,Season 5,Episode 2,The House of Black and White,mossador,"mossador I do not know the place from where Old Ser comes. Things maybe are different there, I hope. But here, in Meereen, before Daenerys Stormborn, they own us. So we learn much about them or we do not live long. They teach me what they are. Mercy, fair trial"
14605,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys Thank you all for your counsel.
14606,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,"barristan Your Grace, a word, please, I beg you."
14607,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys About what?
14608,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,barristan About your father. About the Mad King.
14609,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys The Mad King? You're here to remind me of my enemies' lies? Consider me reminded.
14610,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,"barristan Your Grace, I served in his Kingsguard. I was at his side from the first. Your enemies did not lie."
14611,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys Go on.
14612,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,"barristan When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two."
14613,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys I'm not my father.
14614,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,"barristan No, Your Grace. Thank the gods. But the Mad King gave his enemies the justice he thought they deserved. And each time it made him feel powerful and right. Until the very end."
14615,2015-04-19,Season 5,Episode 2,The House of Black and White,daenerys,daenerys I will not have the Son of the Harpy executed without a fair trial.
14616,2015-04-19,Season 5,Episode 2,The House of Black and White,barristan,barristan Your Grace.
14617,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion There's a bug.
14618,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,"varys Yes, best be careful. You might accidentally consume some solid food."
14619,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,"tyrion When I agreed to come with you, did I misrepresent my intentions? Besides, what is there for me to do inside this fucking box?"
14620,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys You don't like it?
14621,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion I want to take a walk.
14622,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys You can't. Cersei has offered a lordship to the man who brings her your head.
14623,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,"tyrion She ought to offer her cunt. Best part of her for the best part of me. Well, I suppose a box is as good a place for me as anywhere."
14624,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys Are we really going to spend the entire road to Volantis talking about the futility of everything?
14625,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion You're right. No point. The road to Volantis? You said we were going to Meereen. What's in Volantis?
14626,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys The road to Meereen.
14627,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion And what do you hope to find at the end of the road to Meereen?
14628,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys I told you. A ruler.
14629,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion We've already got a ruler. Everywhere has already got a ruler. Every pile of shit on the side of every road has someone's banner hanging from it.
14630,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,"varys You were quite good, you know. At ruling. During your brief tenure as Hand."
14631,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion I didn't rule. I was a servant.
14632,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,"varys Still, a man of talent."
14633,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion Managed to kill a lot of people.
14634,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,"varys Yes, but showed great promise in other areas as well."
14635,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion She wanted me to leave King's Landing. She begged me. I wouldn't go.
14636,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys Why?
14637,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion Cause I liked it. Power. Even as a servant.
14638,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys People follow leaders. And they will never follow us. They find us repulsive.
14639,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion I find us repulsive.
14640,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,"varys And we find them repulsive, which is why we surround ourselves with large, comfortable boxes to keep them away. And yet, no matter what we do, people like you and me are never really satisfied inside the box. Not for long."
14641,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion You're right. Let's go for a walk.
14642,2015-04-19,Season 5,Episode 2,The House of Black and White,varys,varys No.
14643,2015-04-19,Season 5,Episode 2,The House of Black and White,tyrion,tyrion How many dwarves are there in the world? Is Cersei going to kill them all?
14644,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei Not him.
14645,2015-04-19,Season 5,Episode 2,The House of Black and White,meryn,"meryn Are you trying to deceive your Queen? Shall I throw them in a cell, Your Grace?"
14646,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,"cersei That won't be necessary, Ser Meryn. I don't want to dissuade the other hunters. Mistakes will be made."
14647,2015-04-19,Season 5,Episode 2,The House of Black and White,hunters,"hunters Thank you, Your Grace. Thank you."
14648,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei Take the head.
14649,2015-04-19,Season 5,Episode 2,The House of Black and White,qyburn,"qyburn Pardon me, Your Grace. I would take it, if you don't mind. It could prove useful for my work."
14650,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei Very good.
14651,2015-04-19,Season 5,Episode 2,The House of Black and White,qyburn,qyburn Over there will be fine.
14652,2015-04-19,Season 5,Episode 2,The House of Black and White,meryn,meryn You heard the man. Over there.
14653,2015-04-19,Season 5,Episode 2,The House of Black and White,kevan,kevan You're the Hand of the King?
14654,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,"cersei No, Uncle. Clearly it would not be appropriate for a woman to assume that role. I'm merely advising my son until he comes of age and chooses a Hand for himself."
14655,2015-04-19,Season 5,Episode 2,The House of Black and White,mace,"mace Your Grace, I would be willing to serve provisionally as the King's Hand until he becomes old enough--"
14656,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,"cersei You're a good man, Lord Tyrell, but I don't imagine you'll have the time. In addition to being Master of Ships, the king has appointed you Master of Coin."
14657,2015-04-19,Season 5,Episode 2,The House of Black and White,mace,"mace Oh, Your Grace."
14658,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei He called your experience and wisdom in financial matters unparalleled. He said he would be honored to have you represent the crown's interests in the same.
14659,2015-04-19,Season 5,Episode 2,The House of Black and White,mace,"mace The honor is all mine, Your Grace."
14660,2015-04-19,Season 5,Episode 2,The House of Black and White,pycelle,"pycelle Your Grace, in the past on several occasions, a Grand Maester has served as the King's Hand."
14661,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei The King has named Qyburn the new Master of Whisperers.
14662,2015-04-19,Season 5,Episode 2,The House of Black and White,pycelle,"pycelle Your Grace, him? This man? This embarrassment to the Citadel? Your Grace, what qualifications can he possibly have for this post?"
14663,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,"cersei The qualification of loyalty, Grand Maester. That's far more than the eunuch ever had. Far more than many ever have."
14664,2015-04-19,Season 5,Episode 2,The House of Black and White,pycelle,pycelle I must say I cannot see--
14665,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,"cersei Uncle Kevan, in light of your position as commander of the Lannister armies, it would please the king if you would serve as his Master of War. No man living better deserves the title."
14666,2015-04-19,Season 5,Episode 2,The House of Black and White,kevan,kevan That is kind of you to say. I would like to hear it from the king himself.
14667,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei The king is very busy at this moment.
14668,2015-04-19,Season 5,Episode 2,The House of Black and White,kevan,"kevan He should be here, learning what it means to rule."
14669,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,"cersei He is learning. On this occasion, in his capacity as ruler, he's asked me to speak on his behalf."
14670,2015-04-19,Season 5,Episode 2,The House of Black and White,kevan,kevan I returned to the capital to pay my respects to my brother. And to you. And to serve the king. I did not return to the capital to serve as your puppet. To watch you stack the small council with sycophants. Sending your own brother away so he wouldn't be--
14671,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei My brother has left the capital to lead a sensitive diplomatic mission.
14672,2015-04-19,Season 5,Episode 2,The House of Black and White,kevan,kevan What mission?
14673,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei That is not your concern as Master of War.
14674,2015-04-19,Season 5,Episode 2,The House of Black and White,kevan,kevan I do not recognize your authority to dictate what is and is not my concern. You are the Queen Mother. Nothing more.
14675,2015-04-19,Season 5,Episode 2,The House of Black and White,cersei,cersei You would abandon your king in his time of need?
14676,2015-04-19,Season 5,Episode 2,The House of Black and White,kevan,"kevan If he wants to send for me, I will be waiting for him. At Casterly Rock."
14677,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen Come on. You know this one. It looks like an animal.
14678,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,gilly Snake. Snake... S! It's an S!
14679,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,"shireen Right, very good!"
14680,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,"sam Hmm! Did you know that the youngest Lord Commander in history, Osric Stark, was elected at the age of 10?"
14681,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,"gilly I know ""S""."
14682,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,"shireen You'll learn, I promise. I taught Ser Davos, and old people are terrible at learning new things."
14683,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,"gilly Well, you're a wonderful teacher. Very patient!"
14684,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,"sam I only said that the more time you spend practicing, the faster you'll be able to read."
14685,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,gilly That's alright. We're doing just fine. I'm sure you and Ostrich Stark have a lot to talk about.
14686,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,gilly How old were you when you learned to read?
14687,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen Three.
14688,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,"sam Three?! Who taught you, your mother?"
14689,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen No. Old Maester Cressen did. I had a lot of time to practice. My mother kept me inside because...
14690,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,"gilly What do you call it in the South, what happened to your face?"
14691,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen Greyscale. What do you call it north of the Wall?
14692,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,gilly I don't know. But two of my sisters had it. They both died. How did they cure you?
14693,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,"shireen I don't remember. I was a baby. Lots of people came and tried, I think. Whatever they did, it went away. What happened to your sisters?"
14694,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,gilly My father made them move out of the keep into the huts outside. None of us were allowed to go near them. But we heard them. Especially at night. They started to sound... not like themselves.
14695,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,sam Did you ever see them?
14696,2015-04-19,Season 5,Episode 2,The House of Black and White,gilly,"gilly Only once at the end. They were covered with it. Their faces, their arms. They acted like animals. My father had to drag them out to the woods on a rope."
14697,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen What did he do to them in the woods?
14698,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen Mother.
14699,2015-04-19,Season 5,Episode 2,The House of Black and White,selyse,selyse Leave us.
14700,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,sam Your Grace.
14701,2015-04-19,Season 5,Episode 2,The House of Black and White,selyse,selyse You need to stay away from that girl.
14702,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen Why?
14703,2015-04-19,Season 5,Episode 2,The House of Black and White,selyse,selyse She's a wildling.
14704,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen Her name's Gilly. She's nice. I'm teaching her to read.
14705,2015-04-19,Season 5,Episode 2,The House of Black and White,selyse,selyse She's a wildling. Your father defeated their people. He executed her king for treason. They could strike at him by striking at you.
14706,2015-04-19,Season 5,Episode 2,The House of Black and White,shireen,shireen Gilly wouldn't do that.
14707,2015-04-19,Season 5,Episode 2,The House of Black and White,selyse,selyse You have no idea what people will do. All your books and you still don't know.
14708,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,"stannis I ordered Mance Rayder burnt at the stake. You prevented that order from being carried out. You showed mercy to Mance Rayder. A king's word is law. Perhaps you should ask Ser Davos how much mercy I show to lawbreakers. Show too much kindness, people won't fear you. If people don't fear you, they don't follow you."
14709,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon With respect, Your Grace, the free folk will never follow you, no matter what you do. You're the man who burned their king alive."
14710,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,stannis Who then? You?
14711,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,jon No. Only one of their own.
14712,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,stannis Do you know this wretched girl Lyanna Mormont?
14713,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,jon The Lord Commander's niece.
14714,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,"stannis Lady of Bear Island, and a child of 10. I asked her to commit her house to my cause, that's her response."
14715,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon Bear Island knows no king but the King in the North, whose name is Stark."
14716,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,stannis That amuses you?
14717,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon I apologize, Your Grace. Northerners can be a bit like the free folk. Loyal to their own."
14718,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,stannis I know. My brother Robert went on often and loudly about how difficult it was to control them - even with your father's help.
14719,2015-04-19,Season 5,Episode 2,The House of Black and White,davos,"davos Tonight, the Night's Watch elect a new Lord Commander. Ser Alliser Thorne is going to win."
14720,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,jon Most likely.
14721,2015-04-19,Season 5,Episode 2,The House of Black and White,davos,davos Unpleasant man. He thinks you're a traitor. What's your life going to be like on the Wall with Thorne in command?
14722,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon Unpleasant, I expect."
14723,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,stannis Your bravery made him look weak. He'll punish you for it. I don't punish men for bravery. I reward them.
14724,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon I don't doubt it, Your Grace. But I'm a brother of the Night's Watch. I've pledged them my life, my honor, my sword. I don't know what I have left to give you."
14725,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,stannis You can give me the North.
14726,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon I can't. Even if I wanted to, I'm a bastard. A Snow."
14727,2015-04-19,Season 5,Episode 2,The House of Black and White,stannis,"stannis Kneel before me. Lay your sword at my feet. Pledge me your service and you'll rise again as Jon Stark, Lord of Winterfell."
14728,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,sam He'll make you a Stark with the stroke of a pen?
14729,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon It's the first thing I ever remember wanting. I'd daydream that my father would ask the king, and just like that I would never be the bastard of Winterfell again."
14730,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,sam You deserve this. You do. I couldn't be happier for you.
14731,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,jon I'm going to refuse him.
14732,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,sam But you'd be Lord of Winterfell.
14733,2015-04-19,Season 5,Episode 2,The House of Black and White,jon,"jon I swore a vow to the Night's Watch. If I don't take my own word seriously, what sort of Lord of Winterfell would I be?"
14734,2015-04-19,Season 5,Episode 2,The House of Black and White,alliser,alliser Crowded. You'd think we were serving venison stew.
14735,2015-04-19,Season 5,Episode 2,The House of Black and White,aemon,aemon Does anyone wish to speak for candidates before we cast our tokens for the 998th Lord Commander of the Night's Watch?
14736,2015-04-19,Season 5,Episode 2,The House of Black and White,janos,"janos Ser Alliser Thorne is not just a knight, he's a man of true nobility. He was acting commander when the Wall came under attack, and led us to victory against the wildlings."
14737,2015-04-19,Season 5,Episode 2,The House of Black and White,men,"men Hear, hear."
14738,2015-04-19,Season 5,Episode 2,The House of Black and White,janos,janos He's a veteran of 100 battles and has been a defender of the Watch and the Wall almost all of his life. He's the only true choice.
14739,2015-04-19,Season 5,Episode 2,The House of Black and White,aemon,aemon Is there anyone else?
14740,2015-04-19,Season 5,Episode 2,The House of Black and White,shadow,"shadow Ser Denys Mallister joined the Watch as a boy and has served loyally longer than any other ranger. Through 10 winters he served. As commander of the Shadow Tower, he kept the wildlings away. We could do no better."
14741,2015-04-19,Season 5,Episode 2,The House of Black and White,aemon,"aemon If there's no one else, we will begin the voting. The triangular tokens count for Ser Alliser Thorne. The square tokens for Ser Denys Mallister. Each brother will--"
14742,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,sam Maester Aemon.
14743,2015-04-19,Season 5,Episode 2,The House of Black and White,aemon,aemon Samwell Tarly. Go on.
14744,2015-04-19,Season 5,Episode 2,The House of Black and White,janos,janos Sam the Slayer.
14745,2015-04-19,Season 5,Episode 2,The House of Black and White,janos,janos Another wildling lover just like his friend Jon Snow. How's your lady love Slayer?
14746,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,sam Her name is Gilly. Brother Slynt knows her quite well. They cowered together in the larder during the battle for the Wall.
14747,2015-04-19,Season 5,Episode 2,The House of Black and White,janos,janos Lies!
14748,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,"sam A wildling girl, a baby, and Lord Janos. I found him there when the battle was over in a puddle of his own making."
14749,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,"sam Whilst Lord Janos was hiding with the women and children, Jon Snow was leading."
14750,2015-04-19,Season 5,Episode 2,The House of Black and White,sam,"sam Ser Alliser fought bravely, it is true. And when he was wounded, it is Jon who saved us. He took charge of the wall's defense. He killed the Magnar of the Thenns. He went North to deal with Mance Rayder, knowing it almost certainly meant his own death. Before that, he led the mission to avenge Lord Commander Mormont. Mormont himself chose Jon to be his steward. He saw something in Jon, and now we've all seen it, too. He may be young, but he's the commander we turned to when the night was darkest."
14751,2015-04-19,Season 5,Episode 2,The House of Black and White,alliser,"alliser I can't argue with any of that. But who does Jon Snow want to command? Night's Watch or the wildlings? Everyone knows he loved a wildling girl and spoke with Mance Rayder many times. What would have happened in that tent between those two old friends if Stannis's army hadn't come along? We all saw him put the King-beyond-the-Wall out of his misery. Do you want to choose a man who has fought the wildlings all his life, or a man who makes love to them?"
14752,2015-04-19,Season 5,Episode 2,The House of Black and White,aemon,aemon It is time.
14753,2015-04-19,Season 5,Episode 2,The House of Black and White,brother,"brother It appears to be a tie, Maester."
14754,2015-04-19,Season 5,Episode 2,The House of Black and White,brothers,brothers Jon Snow! Jon Snow! Jon Snow! Jon Snow!
14755,2015-04-19,Season 5,Episode 2,The House of Black and White,man,man You. You!
14756,2015-04-19,Season 5,Episode 2,The House of Black and White,man,man What have you got there?
14757,2015-04-19,Season 5,Episode 2,The House of Black and White,man,man I said--
14758,2015-04-19,Season 5,Episode 2,The House of Black and White,arya,arya Turn around and go. Turn around and go.
